Tally N.,Tally Description,Energy,Value,Error
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.14e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.316e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.826e-07,1.36534e-12,0.62
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.764e-07,2.22971e-12,0.3225
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.125e-06,4.29789e-12,0.2706
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.445e-06,8.28497e-12,0.2837
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.855e-06,1.3846e-11,0.1936
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.382e-06,1.68753e-11,0.1339
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.059e-06,3.02781e-11,0.1173
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.928e-06,4.61628e-11,0.1077
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.043e-06,6.9944e-11,0.0728
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.476e-06,1.15575e-10,0.0759
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.315e-06,1.31501e-10,0.0538
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.068e-05,2.2348e-10,0.0485
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.371e-05,2.93677e-10,0.05
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.76e-05,3.71125e-10,0.0385
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.26e-05,4.26784e-10,0.0352
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.902e-05,5.3937e-10,0.0393
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.727e-05,5.90113e-10,0.0423
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.785e-05,4.94505e-10,0.0418
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.144e-05,3.00709e-10,0.0464
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,7.889e-05,5.99613e-11,0.0809
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001013,6.56476e-10,0.0309
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001301,1.07035e-09,0.0246
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000167,8.55561e-10,0.0299
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002145,4.3882e-10,0.0347
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002754,6.68679e-10,0.024
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0003536,8.13797e-10,0.0294
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000454,1.81898e-09,0.0215
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0005829,6.64076e-09,0.0084
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0007485,3.83813e-09,0.014
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0009611,1.01055e-08,0.0066
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001234,1.40238e-08,0.0059
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001585,1.98216e-08,0.0053
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002035,2.93987e-08,0.0044
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002249,9.96406e-09,0.0082
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002485,1.78397e-08,0.0055
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002613,7.37483e-09,0.0097
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002747,2.51666e-08,0.0042
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003035,8.63346e-09,0.0092
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003355,2.96861e-08,0.0042
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003707,2.95488e-08,0.0041
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.004307,6.34271e-08,0.0026
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.005531,1.00022e-07,0.0022
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.007102,1.97709e-07,0.0015
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.009119,4.21631e-07,0.001
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01059,2.51797e-07,0.0014
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01171,1.96601e-07,0.0016
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01503,7.20974e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0193,3.64105e-07,0.0012
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02187,3.83724e-07,0.001
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02358,2.76932e-07,0.0013
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02418,1.0003e-07,0.002
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02479,1.02854e-07,0.002
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02606,2.17035e-07,0.0014
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.027,1.60808e-07,0.0016
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0285,2.61386e-07,0.0013
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.03183,6.0017e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.03431,4.60746e-07,0.001
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.04087,1.23466e-06,0.0006
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.04631,1.08115e-06,0.0006
