Tally N.,Tally Description,Energy,Value,Error
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.14e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.316e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.826e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.764e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.125e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.445e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.855e-06,1.12489e-12,0.5114
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.382e-06,6.75514e-13,0.6149
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.059e-06,1.63171e-12,0.423
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.928e-06,5.0182e-12,0.2495
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.043e-06,1.01217e-11,0.2029
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.476e-06,1.24776e-11,0.2045
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.315e-06,2.59751e-11,0.1232
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.068e-05,3.62386e-11,0.1133
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.371e-05,7.23198e-11,0.2254
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.76e-05,6.69698e-11,0.0843
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.26e-05,9.0448e-11,0.0649
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.902e-05,1.11287e-10,0.0682
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.727e-05,1.55492e-10,0.0517
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.785e-05,1.78655e-10,0.0531
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.144e-05,2.35576e-10,0.0588
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,7.889e-05,3.31315e-10,0.0654
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001013,3.93379e-10,0.0371
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001301,5.01446e-10,0.0347
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000167,6.29619e-10,0.0318
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002145,9.49169e-10,0.0375
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002754,1.27793e-09,0.029
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0003536,1.84575e-09,0.0238
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000454,2.65654e-09,0.021
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0005829,4.503e-09,0.016
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0007485,7.31149e-09,0.0116
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0009611,1.18293e-08,0.0087
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001234,2.05527e-08,0.0067
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001585,4.45302e-08,0.0042
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002035,2.21932e-07,0.0017
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002249,3.31705e-07,0.0014
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002485,5.43931e-07,0.0011
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002613,2.62805e-07,0.0015
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002747,1.74927e-07,0.0019
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003035,1.36048e-07,0.0024
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003355,7.81346e-09,0.0109
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003707,6.03789e-09,0.0139
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.004307,4.07356e-09,0.015
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.005531,3.32896e-08,0.0059
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.007102,1.77493e-07,0.0025
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.009119,3.76243e-07,0.0014
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01059,1.06299e-07,0.003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01171,1.11732e-07,0.0025
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01503,2.81808e-07,0.0019
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0193,1.53192e-06,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02187,1.123e-07,0.0031
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02358,1.84701e-07,0.0024
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02418,2.07859e-07,0.0019
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02479,3.15399e-08,0.007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02606,3.17916e-07,0.0017
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.027,6.79071e-07,0.001
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0285,1.58163e-07,0.0027
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.03183,9.76505e-07,0.0009
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.03431,2.05666e-07,0.0022
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.04087,2.09195e-06,0.0006
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.04631,1.17275e-06,0.0008
