Tally N.,Tally Description,Energy,Value,Error
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.14e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.316e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.826e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.764e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.125e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.445e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.855e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.382e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.059e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.928e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.043e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.476e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.315e-06,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.068e-05,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.371e-05,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.76e-05,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.26e-05,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.902e-05,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.727e-05,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.785e-05,8.18025e-13,1.0
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.144e-05,3.30065e-12,0.6142
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,7.889e-05,2.18342e-12,0.5862
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001013,1.18543e-11,0.2408
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001301,3.57425e-11,0.1418
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000167,5.98905e-11,0.1071
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002145,1.28507e-10,0.0843
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002754,2.33173e-10,0.0697
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0003536,4.61758e-10,0.0411
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000454,7.87468e-10,0.032
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0005829,1.36161e-09,0.0276
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0007485,2.24213e-09,0.019
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0009611,3.71768e-09,0.0152
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001234,5.73947e-09,0.0123
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001585,8.97245e-09,0.0099
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002035,1.35731e-08,0.0082
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002249,7.13699e-09,0.0114
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002485,8.29526e-09,0.0108
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002613,4.62849e-09,0.0143
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002747,5.01069e-09,0.0135
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003035,1.11648e-08,0.0092
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003355,1.33358e-08,0.0086
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003707,1.48471e-08,0.0079
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.004307,2.72507e-08,0.0063
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.005531,5.94426e-08,0.004
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.007102,8.3541e-08,0.0035
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.009119,1.1664e-07,0.0029
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01059,8.9117e-08,0.0034
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01171,7.07711e-08,0.0038
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01503,2.19217e-07,0.0022
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0193,3.01345e-07,0.0019
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02187,1.90962e-07,0.0024
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02358,1.30389e-07,0.0029
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02418,4.60905e-08,0.0052
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02479,4.73183e-08,0.005
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02606,1.00072e-07,0.0039
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.027,7.4447e-08,0.0038
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0285,1.20229e-07,0.003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.03183,2.72982e-07,0.002
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.03431,2.08373e-07,0.0023
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.04087,5.69814e-07,0.0014
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.04631,4.90983e-07,0.0015
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.05248,5.75684e-07,0.0014
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.05656,3.90035e-07,0.0017
