Tally N.,Tally Description,Energy,Value,Error
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1e-07,2.17358e-07,0.0029
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.14e-07,3.77501e-08,0.007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.316e-07,1.82814e-09,0.0351
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.826e-07,1.73175e-09,0.0336
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.764e-07,1.89077e-09,0.0552
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.125e-06,1.942e-09,0.0448
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.445e-06,1.84831e-09,0.0366
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.855e-06,1.89283e-09,0.0472
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.382e-06,1.70511e-09,0.0367
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.059e-06,1.83967e-09,0.0414
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.928e-06,1.8156e-09,0.0371
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.043e-06,1.69459e-09,0.0342
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.476e-06,1.78477e-09,0.0398
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.315e-06,1.98584e-09,0.0321
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.068e-05,1.87557e-09,0.0351
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.371e-05,1.91477e-09,0.0368
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.76e-05,1.7531e-09,0.0327
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.26e-05,1.91165e-09,0.0366
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.902e-05,1.90453e-09,0.0347
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.727e-05,1.9059e-09,0.0419
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.785e-05,2.00353e-09,0.0477
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.144e-05,2.11058e-09,0.0394
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,7.889e-05,1.94272e-09,0.0333
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001013,2.03305e-09,0.0339
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001301,2.0358e-09,0.0367
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000167,2.14801e-09,0.0698
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002145,1.95473e-09,0.0343
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002754,2.07336e-09,0.0444
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0003536,2.00919e-09,0.0352
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000454,1.98276e-09,0.0344
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0005829,2.10723e-09,0.0316
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0007485,2.14903e-09,0.0361
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0009611,2.22728e-09,0.0444
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001234,2.14671e-09,0.0367
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001585,2.19105e-09,0.039
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002035,2.16052e-09,0.034
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002249,8.75751e-10,0.0666
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002485,1.03992e-09,0.0672
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002613,4.97151e-10,0.0969
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002747,4.56531e-10,0.087
