Tally N.,Tally Description,Energy,Value,Error
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1e-07,7.90012e-12,0.1029
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.14e-07,1.08294e-10,0.0366
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.316e-07,5.91349e-11,0.054
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.826e-07,7.65932e-11,0.0434
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.764e-07,1.10402e-10,0.0395
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.125e-06,1.48597e-10,0.0463
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.445e-06,1.91645e-10,0.0319
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.855e-06,2.63969e-10,0.0272
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.382e-06,3.34118e-10,0.0233
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.059e-06,4.26892e-10,0.0232
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.928e-06,5.62656e-10,0.0182
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.043e-06,7.23369e-10,0.0166
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.476e-06,9.28129e-10,0.0149
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.315e-06,1.17453e-09,0.0131
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.068e-05,1.61233e-09,0.0119
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.371e-05,2.01767e-09,0.0105
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.76e-05,2.56926e-09,0.0094
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.26e-05,3.30351e-09,0.0088
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.902e-05,4.175e-09,0.0075
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.727e-05,5.34736e-09,0.0067
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.785e-05,6.73892e-09,0.0058
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.144e-05,8.60426e-09,0.0054
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,7.889e-05,1.08812e-08,0.0046
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001013,1.38416e-08,0.0044
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001301,1.72712e-08,0.0037
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000167,2.171e-08,0.0033
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002145,2.73723e-08,0.003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002754,3.4182e-08,0.0026
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0003536,4.25383e-08,0.0024
