Tally N.,Tally Description,Energy,Value,Error
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.14e-07,1.00252e-14,1.0
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.316e-07,2.06534e-13,0.3758
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.826e-07,6.78886e-13,0.2134
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.764e-07,3.40396e-12,0.0883
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.125e-06,1.28049e-11,0.0528
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.445e-06,1.90114e-11,0.0405
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.855e-06,2.74847e-11,0.0375
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.382e-06,4.0204e-11,0.0304
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.059e-06,5.29151e-11,0.0261
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.928e-06,7.55525e-11,0.0228
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.043e-06,9.89037e-11,0.0207
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.476e-06,1.41184e-10,0.0175
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.315e-06,1.79176e-10,0.0158
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.068e-05,2.44013e-10,0.0139
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.371e-05,3.16162e-10,0.0122
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.76e-05,4.1555e-10,0.0109
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.26e-05,5.27836e-10,0.01
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.902e-05,6.64089e-10,0.0084
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.727e-05,7.96154e-10,0.0078
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.785e-05,9.16156e-10,0.007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.144e-05,9.70323e-10,0.0066
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,7.889e-05,7.88519e-10,0.0068
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001013,2.42929e-10,0.0112
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001301,5.05289e-11,0.0246
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000167,6.01616e-10,0.0088
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002145,2.24677e-09,0.005
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002754,5.04105e-09,0.0034
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0003536,5.57314e-09,0.0031
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000454,8.38107e-09,0.0026
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0005829,7.5549e-09,0.0023
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0007485,1.03479e-08,0.0018
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0009611,1.06535e-08,0.0021
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001234,2.77317e-08,0.001
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001585,1.56169e-08,0.0017
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002035,2.87131e-08,0.0013
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002249,1.50688e-08,0.0018
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002485,2.00684e-08,0.0016
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002613,1.36774e-08,0.0018
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002747,1.11857e-08,0.002
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003035,2.449e-08,0.0013
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003355,2.52359e-08,0.0014
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003707,4.19838e-08,0.001
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.004307,7.6917e-08,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.005531,1.1426e-07,0.0006
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.007102,1.81438e-07,0.0005
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.009119,2.56379e-07,0.0004
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01059,2.01196e-07,0.0004
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01171,1.32285e-07,0.0005
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01503,3.98646e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0193,6.09267e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02187,3.93084e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02358,2.66409e-07,0.0004
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02418,9.43574e-08,0.0006
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02479,9.64296e-08,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02606,2.01726e-07,0.0004
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.027,1.50181e-07,0.0005
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0285,2.41091e-07,0.0004
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.03183,5.41414e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.03431,4.04811e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.04087,1.06509e-06,0.0002
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.04631,8.61625e-07,0.0002
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.05248,9.42165e-07,0.0002
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.05656,5.94076e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.06738,1.45063e-06,0.0002
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.07202,5.63441e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0795,8.41923e-07,0.0002
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0825,3.18103e-07,0.0004
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.08652,4.09557e-07,0.0004
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.09804,1.09755e-06,0.0002
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.1111,1.16521e-06,0.0002
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.1168,4.94651e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.1228,5.11337e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.1291,5.26146e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.1357,5.39646e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.1426,5.51711e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.15,5.77313e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.1576,5.75732e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.1657,5.93302e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.1742,6.01086e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.1832,6.12753e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.1925,6.06431e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.2024,6.16094e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.2128,6.11513e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.2237,6.00343e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.2352,5.87811e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.2472,5.64416e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.2732,1.05135e-06,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.2872,4.70864e-07,0.0004
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.2945,2.22284e-07,0.0006
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.2972,7.87724e-08,0.0009
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.2985,3.74134e-08,0.0014
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.302,9.88659e-08,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.3337,7.99658e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.3688,7.26995e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.3877,3.39676e-07,0.0005
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.4076,3.27599e-07,0.0005
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.4505,6.23771e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.4979,5.88861e-07,0.0004
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.5234,2.80598e-07,0.0005
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.5502,2.65519e-07,0.0005
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.5784,2.44892e-07,0.0005
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.6081,2.25725e-07,0.0006
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.6393,2.15209e-07,0.0006
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.6721,2.04367e-07,0.0006
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.7065,1.92469e-07,0.0006
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.7427,1.74957e-07,0.0006
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.7808,1.71259e-07,0.0006
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.8209,1.66013e-07,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.8629,1.61203e-07,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.9072,1.56407e-07,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.9617,1.74915e-07,0.0006
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.003,1.15657e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.108,2.58913e-07,0.0005
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.165,1.31448e-07,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.225,1.31637e-07,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.287,1.28055e-07,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.353,1.25105e-07,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.423,1.18847e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.496,1.10589e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.572,1.0802e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.653,1.07317e-07,0.0008
