Tally N.,Tally Description,Energy,Value,Error
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.14e-07,2.66454e-12,0.0963
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.316e-07,3.82659e-12,0.0774
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.826e-07,7.9388e-12,0.0604
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.764e-07,1.65186e-11,0.0436
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.125e-06,2.62523e-11,0.0343
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.445e-06,4.55771e-11,0.0261
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.855e-06,6.93956e-11,0.0207
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.382e-06,1.06008e-10,0.0186
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.059e-06,1.54853e-10,0.0147
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.928e-06,2.30931e-10,0.0134
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.043e-06,3.25855e-10,0.0129
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.476e-06,4.54057e-10,0.0107
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.315e-06,6.16727e-10,0.0092
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.068e-05,8.47428e-10,0.0083
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.371e-05,1.10454e-09,0.0076
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.76e-05,1.41867e-09,0.0066
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.26e-05,1.83081e-09,0.0062
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.902e-05,2.28746e-09,0.0056
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.727e-05,2.78531e-09,0.005
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.785e-05,3.41857e-09,0.0047
