Tally N.,Tally Description,Energy,Value,Error
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.14e-07,3.09049e-13,0.2702
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.316e-07,4.47201e-13,0.2132
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.826e-07,1.40859e-12,0.1485
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.764e-07,2.05953e-12,0.1046
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.125e-06,4.31418e-12,0.0708
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.445e-06,9.43622e-12,0.0502
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.855e-06,1.70491e-11,0.039
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.382e-06,2.52247e-11,0.0326
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.059e-06,3.83158e-11,0.0293
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.928e-06,5.28239e-11,0.0256
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.043e-06,7.07367e-11,0.0229
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.476e-06,8.64447e-11,0.0187
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.315e-06,9.39394e-11,0.0184
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.068e-05,9.832e-11,0.0187
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.371e-05,8.85069e-11,0.0214
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.76e-05,7.85051e-11,0.0249
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.26e-05,6.37433e-11,0.0266
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.902e-05,3.99581e-11,0.0333
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.727e-05,2.184e-11,0.0614
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.785e-05,1.0995e-11,0.0732
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.144e-05,5.18366e-12,0.0715
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,7.889e-05,2.65131e-11,0.0479
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001013,1.10116e-10,0.0186
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001301,8.1474e-11,0.0236
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000167,7.13975e-11,0.0238
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002145,3.52952e-11,0.0321
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002754,3.13545e-11,0.0314
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0003536,6.80653e-11,0.0219
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000454,1.27569e-10,0.017
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0005829,1.46278e-10,0.0155
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0007485,2.11613e-10,0.0127
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0009611,2.42729e-10,0.0128
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001234,2.32345e-10,0.0124
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001585,2.71451e-10,0.011
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002035,3.37065e-10,0.0161
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002249,1.89304e-10,0.0129
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002485,2.31406e-10,0.0117
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002613,1.32952e-10,0.0155
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002747,1.55798e-10,0.0316
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003035,3.57476e-10,0.0095
