Tally N.,Tally Description,Energy,Value,Error
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1e-07,2.02865e-11,0.0393
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.14e-07,1.51944e-09,0.0053
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.316e-07,1.2503e-09,0.0055
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.826e-07,1.99869e-09,0.0045
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.764e-07,3.04591e-09,0.0035
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.125e-06,4.40427e-09,0.0029
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.445e-06,6.13111e-09,0.0027
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.855e-06,8.08872e-09,0.0022
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.382e-06,1.04402e-08,0.002
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.059e-06,1.30381e-08,0.0018
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.928e-06,1.58698e-08,0.0016
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.043e-06,1.90751e-08,0.0015
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.476e-06,2.26405e-08,0.0013
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.315e-06,2.58887e-08,0.0012
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.068e-05,2.94034e-08,0.0012
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.371e-05,3.25376e-08,0.0011
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.76e-05,3.61461e-08,0.001
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.26e-05,3.93646e-08,0.001
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.902e-05,4.23685e-08,0.001
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.727e-05,4.50928e-08,0.001
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.785e-05,4.59534e-08,0.001
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.144e-05,6.52764e-08,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,7.889e-05,6.9119e-08,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001013,7.29407e-08,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001301,7.25337e-08,0.0009
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000167,7.78381e-08,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002145,9.07141e-08,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002754,8.66474e-08,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0003536,3.77249e-08,0.0012
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000454,7.25308e-08,0.001
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0005829,1.19626e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0007485,1.38195e-07,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0009611,1.47982e-07,0.0007
