Tally N.,Tally Description,Energy,Value,Error
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1e-07,4.68026e-07,0.0004
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.14e-07,8.08991e-08,0.0009
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.316e-07,3.82251e-09,0.0049
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.826e-07,3.77729e-09,0.005
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.764e-07,3.75758e-09,0.0051
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.125e-06,3.74265e-09,0.0055
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.445e-06,3.75882e-09,0.0057
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.855e-06,3.77787e-09,0.0051
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.382e-06,3.77505e-09,0.005
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.059e-06,3.78341e-09,0.0055
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.928e-06,3.78583e-09,0.0051
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.043e-06,3.80098e-09,0.0052
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.476e-06,3.80786e-09,0.0055
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.315e-06,3.82197e-09,0.0051
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.068e-05,3.85393e-09,0.0049
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.371e-05,3.86013e-09,0.0052
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.76e-05,3.87602e-09,0.0049
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.26e-05,3.8899e-09,0.0048
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.902e-05,3.88644e-09,0.005
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.727e-05,3.92814e-09,0.0056
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.785e-05,3.97627e-09,0.0051
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.144e-05,3.99954e-09,0.0051
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,7.889e-05,4.04093e-09,0.0057
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001013,3.97882e-09,0.0046
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001301,4.1007e-09,0.0051
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000167,4.09442e-09,0.0051
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002145,4.13868e-09,0.0051
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002754,4.1269e-09,0.0048
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0003536,4.16416e-09,0.0048
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000454,4.2326e-09,0.0047
