Tally N.,Tally Description,Energy,Value,Error
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1e-07,7.96325e-12,0.0555
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.14e-07,1.04912e-10,0.0203
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.316e-07,5.78946e-11,0.0298
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.826e-07,7.92849e-11,0.026
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.764e-07,1.09091e-10,0.0217
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.125e-06,1.45545e-10,0.0213
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.445e-06,1.9349e-10,0.0171
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.855e-06,2.58222e-10,0.0148
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.382e-06,3.3894e-10,0.0135
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.059e-06,4.24951e-10,0.0121
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.928e-06,5.58858e-10,0.0114
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.043e-06,7.20418e-10,0.0095
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.476e-06,9.40389e-10,0.0081
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.315e-06,1.20118e-09,0.0073
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.068e-05,1.5758e-09,0.0064
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.371e-05,2.00568e-09,0.0058
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.76e-05,2.55632e-09,0.0051
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.26e-05,3.30108e-09,0.0048
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.902e-05,4.16112e-09,0.0041
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.727e-05,5.32769e-09,0.0036
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.785e-05,6.74659e-09,0.0032
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.144e-05,8.58169e-09,0.0029
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,7.889e-05,1.08753e-08,0.0026
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001013,1.38049e-08,0.0023
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001301,1.72493e-08,0.002
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000167,2.17102e-08,0.0018
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002145,2.73501e-08,0.0016
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002754,3.41738e-08,0.0015
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0003536,4.25872e-08,0.0013
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000454,5.29322e-08,0.0012
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0005829,6.55946e-08,0.001
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0007485,8.12019e-08,0.001
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0009611,9.98262e-08,0.0009
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001234,1.22095e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001585,1.49095e-07,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002035,1.80396e-07,0.0006
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002249,7.66115e-08,0.001
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002485,8.94315e-08,0.0009
