Tally N.,Tally Description,Energy,Value,Error
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.14e-07,0.0,
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.316e-07,1.00398e-14,1.0
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.826e-07,2.11609e-13,0.2949
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.764e-07,1.38503e-12,0.1218
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.125e-06,1.43965e-11,0.0517
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.445e-06,2.64377e-11,0.0374
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.855e-06,3.42911e-11,0.0341
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.382e-06,4.66696e-11,0.0317
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.059e-06,5.93974e-11,0.0244
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.928e-06,7.49004e-11,0.0226
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.043e-06,1.01238e-10,0.0194
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.476e-06,1.32783e-10,0.0173
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.315e-06,1.69649e-10,0.0151
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.068e-05,2.23182e-10,0.0134
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.371e-05,2.84249e-10,0.0121
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.76e-05,3.73213e-10,0.0107
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.26e-05,4.84519e-10,0.0094
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.902e-05,6.32371e-10,0.0083
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.727e-05,8.13017e-10,0.0073
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.785e-05,1.04935e-09,0.0065
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.144e-05,1.34642e-09,0.0058
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,7.889e-05,1.73567e-09,0.0051
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001013,2.22026e-09,0.0045
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001301,2.8727e-09,0.004
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000167,3.66142e-09,0.0035
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002145,4.65773e-09,0.0031
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002754,5.96458e-09,0.0027
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0003536,7.59377e-09,0.0024
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000454,9.65096e-09,0.0021
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0005829,1.22813e-08,0.0019
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0007485,1.56022e-08,0.0017
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0009611,1.97084e-08,0.0015
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001234,2.43743e-08,0.0013
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001585,3.19334e-08,0.0011
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002035,4.05634e-08,0.001
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002249,1.91536e-08,0.0014
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002485,2.10214e-08,0.0014
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002613,1.13866e-08,0.0019
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002747,1.18815e-08,0.0018
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003035,2.54321e-08,0.0012
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003355,2.72133e-08,0.0012
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003707,3.0949e-08,0.0011
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.004307,5.24914e-08,0.0009
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.005531,1.06384e-07,0.0006
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.007102,1.35225e-07,0.0005
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.009119,2.43068e-07,0.0004
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01059,7.5792e-08,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01171,9.52036e-08,0.0006
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.01503,2.82779e-07,0.0004
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0193,3.58374e-07,0.0003
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02187,2.12889e-07,0.0004
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02358,1.54857e-07,0.0005
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02418,7.37071e-08,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02479,8.45725e-08,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.02606,8.6201e-08,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.027,6.47454e-08,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0285,1.20855e-07,0.0006
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.03183,2.81032e-07,0.0004
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.03431,1.92454e-07,0.0004
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.04087,8.30592e-07,0.0002
