Tally N.,Tally Description,Energy,Value,Error
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1e-07,2.21904e-07,0.0006
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.14e-07,3.87565e-08,0.0014
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.316e-07,1.88415e-09,0.0072
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.826e-07,1.85231e-09,0.0071
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.764e-07,1.87388e-09,0.0081
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.125e-06,1.85248e-09,0.0072
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.445e-06,1.87426e-09,0.0116
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.855e-06,1.8636e-09,0.007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.382e-06,1.85173e-09,0.0072
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.059e-06,1.87549e-09,0.0072
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.928e-06,1.90368e-09,0.0103
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.043e-06,1.88106e-09,0.007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.476e-06,1.89652e-09,0.0071
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.315e-06,1.92336e-09,0.0081
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.068e-05,1.90299e-09,0.0072
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.371e-05,1.92665e-09,0.0081
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.76e-05,1.94218e-09,0.0076
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.26e-05,1.94999e-09,0.0074
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.902e-05,1.9701e-09,0.0078
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.727e-05,1.9647e-09,0.0069
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.785e-05,2.00446e-09,0.0072
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.144e-05,1.9961e-09,0.007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,7.889e-05,2.01797e-09,0.0074
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001013,2.00338e-09,0.0072
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001301,2.01661e-09,0.0078
