Tally N.,Tally Description,Energy,Value,Error
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1e-07,3.63226e-06,0.0001
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.14e-07,1.32898e-06,0.0002
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.316e-07,1.51492e-07,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.826e-07,1.48984e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.764e-07,1.4689e-07,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.125e-06,1.45066e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.445e-06,1.43759e-07,0.0007
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.855e-06,1.42184e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.382e-06,1.41025e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.059e-06,1.39588e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.928e-06,1.38143e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,5.043e-06,1.36479e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.476e-06,1.34988e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,8.315e-06,1.33567e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.068e-05,1.3311e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.371e-05,1.30228e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,1.76e-05,1.28734e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.26e-05,1.27298e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,2.902e-05,1.25721e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,3.727e-05,1.23915e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,4.785e-05,1.21965e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,6.144e-05,1.20466e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,7.889e-05,1.18676e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001013,1.16961e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0001301,1.15163e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000167,1.13152e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002145,1.11896e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0002754,1.09928e-07,0.0009
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0003536,1.07703e-07,0.0009
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.000454,1.06293e-07,0.0008
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0005829,1.04663e-07,0.0009
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0007485,1.03243e-07,0.0009
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.0009611,1.01534e-07,0.0009
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001234,9.97755e-08,0.0009
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.001585,9.75625e-08,0.0009
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002035,9.72515e-08,0.0009
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002249,3.84806e-08,0.0014
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002485,3.82534e-08,0.0014
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002613,1.86527e-08,0.002
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.002747,1.7274e-08,0.0022
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003035,3.15e-08,0.0016
2,Neutron Flux at the external surface in Vitamin-J 175 energy groups,0.003355,3.5449e-08,0.0015
